sigma,sign,type,m,src,isValidation,id,graphtype,answer,error,unsignedError,index
0.2,1,line,0.2,data/Exp2/line/area/S0.2m0.2.png,,25,area,0.35,-0.15,0.15,63
0.05,-1,line,0.4,data/Exp2/line/scatter/S0.05m-0.4.png,,25,scatter,-0.43,0.03,0.03,65
0.15,1,quad,0.8,data/Exp2/quad/area/S0.15m0.8.png,,25,area,1,-0.2,0.2,66
0.05,1,quad,0.4,data/Exp2/quad/scatter/S0.05m0.4.png,,25,scatter,0.4,0,0,67
0.15,1,trig,0.1,data/Exp2/trig/scatter/S0.15m0.1.png,,25,scatter,0.03,0.07,0.07,68
0.05,1,line,0.8,data/Exp2/line/line/S0.05m0.8.png,,25,line,0.84,-0.04,0.04,69
0.15,-1,trig,0.4,data/Exp2/trig/scatter/S0.15m-0.4.png,,25,scatter,-0.54,0.14,0.14,70
0.2,1,line,0.1,data/Exp2/line/area/S0.2m0.1.png,,25,area,0.26,-0.16,0.16,71
0.1,-1,quad,0.4,data/Exp2/quad/line/S0.1m-0.4.png,,25,line,-0.39,-0.01,0.01,72
0.1,-1,trig,0.8,data/Exp2/trig/area/S0.1m-0.8.png,,25,area,-0.85,0.05,0.05,73
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,25,area,-0.83,0.03,0.03,74
0.2,-1,line,0.8,data/Exp2/line/scatter/S0.2m-0.8.png,,25,scatter,-1,0.2,0.2,75
0.05,1,line,0.1,data/Exp2/line/area/S0.05m0.1.png,,25,area,0.12,-0.02,0.02,76
0.1,1,trig,0.2,data/Exp2/trig/area/S0.1m0.2.png,,25,area,0.23,-0.03,0.03,78
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,25,area,-0.41,0.01,0.01,79
0.15,-1,quad,0.2,data/Exp2/quad/area/S0.15m-0.2.png,,25,area,-0.16,-0.04,0.04,80
0.1,1,trig,0.1,data/Exp2/trig/line/S0.1m0.1.png,,25,line,0.13,-0.03,0.03,81
0.2,-1,trig,0.4,data/Exp2/trig/line/S0.2m-0.4.png,,25,line,-0.45,0.05,0.05,82
0.1,-1,trig,0.2,data/Exp2/trig/line/S0.1m-0.2.png,,25,line,-0.27,0.07,0.07,83
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,25,line,-0.22,0.02,0.02,84
0.2,-1,line,0.2,data/Exp2/line/area/S0.2m-0.2.png,,25,area,-0.25,0.05,0.05,85
0.05,-1,quad,0.1,data/Exp2/quad/scatter/S0.05m-0.1.png,,25,scatter,-0.11,0.01,0.01,86
0.1,-1,quad,0.1,data/Exp2/quad/scatter/S0.1m-0.1.png,,25,scatter,-0.19,0.09,0.09,87
0.05,-1,line,0.1,data/Exp2/line/area/S0.05m-0.1.png,,25,area,-0.12,0.02,0.02,88
0.1,1,quad,0.8,data/Exp2/quad/area/S0.1m0.8.png,,25,area,0.85,-0.05,0.05,89
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,25,scatter,0.86,-0.06,0.06,90
0.2,1,quad,0.2,data/Exp2/quad/scatter/S0.2m0.2.png,,25,scatter,0.13,0.07,0.07,91
0.2,-1,trig,0.1,data/Exp2/trig/line/S0.2m-0.1.png,,25,line,-0.11,0.01,0.01,92
0.05,1,line,0.4,data/Exp2/line/line/S0.05m0.4.png,,25,line,0.4,0,0,93
0.1,-1,quad,0.1,data/Exp2/quad/area/S0.1m-0.1.png,,25,area,-0.13,0.03,0.03,94
0.1,-1,quad,0.4,data/Exp2/quad/scatter/S0.1m-0.4.png,,25,scatter,-0.47,0.07,0.07,95
0.2,1,trig,0.8,data/Exp2/trig/scatter/S0.2m0.8.png,,25,scatter,1,-0.2,0.2,96
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,25,scatter,-0.34,0.14,0.14,97
0.05,1,quad,0.4,data/Exp2/quad/area/S0.05m0.4.png,,25,area,0.45,-0.05,0.05,98
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,25,line,0.24,-0.04,0.04,99
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,26,area,-0.77,-0.03,0.03,0
0.05,-1,trig,0.1,data/Exp2/trig/area/S0.05m-0.1.png,,26,area,-0.21,0.11,0.11,1
0.05,-1,line,0.2,data/Exp2/line/scatter/S0.05m-0.2.png,,26,scatter,-0.26,0.06,0.06,2
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,26,scatter,0.82,-0.02,0.02,3
0.1,-1,line,0.1,data/Exp2/line/line/S0.1m-0.1.png,,26,line,-0.15,0.05,0.05,4
0.1,1,trig,0.8,data/Exp2/trig/scatter/S0.1m0.8.png,,26,scatter,0.9,-0.1,0.1,5
0.1,1,quad,0.2,data/Exp2/quad/scatter/S0.1m0.2.png,,26,scatter,0.39,-0.19,0.19,6
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,26,area,0.78,0.02,0.02,7
0.05,1,trig,0.1,data/Exp2/trig/scatter/S0.05m0.1.png,,26,scatter,0.21,-0.11,0.11,8
0.15,1,quad,0.8,data/Exp2/quad/area/S0.15m0.8.png,,26,area,0.82,-0.02,0.02,10
0.1,-1,trig,0.4,data/Exp2/trig/scatter/S0.1m-0.4.png,,26,scatter,-0.53,0.13,0.13,11
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,26,line,0.28,-0.08,0.08,12
0.1,-1,trig,0.4,data/Exp2/trig/area/S0.1m-0.4.png,,26,area,-0.36,-0.04,0.04,13
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,26,line,-0.78,-0.02,0.02,14
0.05,-1,quad,0.4,data/Exp2/quad/scatter/S0.05m-0.4.png,,26,scatter,-0.49,0.09,0.09,16
0.1,-1,line,0.4,data/Exp2/line/line/S0.1m-0.4.png,,26,line,-0.41,0.01,0.01,17
0.2,1,quad,0.8,data/Exp2/quad/area/S0.2m0.8.png,,26,area,0.7,0.1,0.1,18
0.15,1,trig,0.2,data/Exp2/trig/scatter/S0.15m0.2.png,,26,scatter,0.45,-0.25,0.25,19
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,26,area,0.39,0.01,0.01,20
0.1,-1,quad,0.1,data/Exp2/quad/area/S0.1m-0.1.png,,26,area,-0.24,0.14,0.14,21
0.1,1,quad,0.1,data/Exp2/quad/area/S0.1m0.1.png,,26,area,-0.11,0.21,0.21,22
0.15,1,trig,0.2,data/Exp2/trig/line/S0.15m0.2.png,,26,line,-0.04,0.24,0.24,23
0.1,-1,trig,0.2,data/Exp2/trig/line/S0.1m-0.2.png,,26,line,-0.36,0.16,0.16,24
0.1,1,trig,0.2,data/Exp2/trig/area/S0.1m0.2.png,,26,area,0.22,-0.02,0.02,25
0.15,-1,line,0.2,data/Exp2/line/scatter/S0.15m-0.2.png,,26,scatter,-0.48,0.28,0.28,26
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,26,line,-1,0.2,0.2,27
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,26,scatter,-0.96,0.16,0.16,28
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,26,area,-0.5,0.1,0.1,29
0.05,-1,quad,0.2,data/Exp2/quad/area/S0.05m-0.2.png,,26,area,-0.25,0.05,0.05,30
0.2,1,line,0.4,data/Exp2/line/line/S0.2m0.4.png,,26,line,0.3,0.1,0.1,31
0.05,1,trig,0.4,data/Exp2/trig/line/S0.05m0.4.png,,26,line,0.51,-0.11,0.11,32
0.05,1,quad,0.2,data/Exp2/quad/scatter/S0.05m0.2.png,,26,scatter,0.27,-0.07,0.07,33
0.2,-1,trig,0.2,data/Exp2/trig/scatter/S0.2m-0.2.png,,26,scatter,-0.64,0.44,0.44,34
0.1,-1,quad,0.2,data/Exp2/quad/area/S0.1m-0.2.png,,26,area,-0.23,0.03,0.03,35
0.2,-1,quad,0.4,data/Exp2/quad/area/S0.2m-0.4.png,,26,area,-0.64,0.24,0.24,36
0.2,-1,quad,0.2,data/Exp2/quad/area/S0.2m-0.2.png,,26,area,-0.65,0.45,0.45,37
0.2,1,line,0.1,data/Exp2/line/line/S0.2m0.1.png,,26,line,0.27,-0.17,0.17,38
0.2,1,line,0.4,data/Exp2/line/scatter/S0.2m0.4.png,,26,scatter,0.65,-0.25,0.25,39
0.15,-1,quad,0.2,data/Exp2/quad/area/S0.15m-0.2.png,,26,area,-0.35,0.15,0.15,40
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,26,line,-0.45,0.25,0.25,41
0.1,-1,quad,0.8,data/Exp2/quad/area/S0.1m-0.8.png,,26,area,-0.73,-0.07,0.07,42
0.15,-1,line,0.8,data/Exp2/line/line/S0.15m-0.8.png,,26,line,-0.87,0.07,0.07,43
0.05,1,quad,0.4,data/Exp2/quad/area/S0.05m0.4.png,,26,area,0.26,0.14,0.14,44
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,26,line,-0.22,0.02,0.02,45
0.1,1,line,0.8,data/Exp2/line/line/S0.1m0.8.png,,26,line,0.86,-0.06,0.06,46
0.2,-1,trig,0.1,data/Exp2/trig/scatter/S0.2m-0.1.png,,26,scatter,-0.36,0.26,0.26,47
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,26,line,0.7,0.1,0.1,48
0.2,-1,trig,0.4,data/Exp2/trig/line/S0.2m-0.4.png,,26,line,-0.5,0.1,0.1,49
0.05,1,quad,0.8,data/Exp2/quad/area/S0.05m0.8.png,,26,area,0.78,0.02,0.02,50
0.05,1,quad,0.4,data/Exp2/quad/scatter/S0.05m0.4.png,,26,scatter,0.52,-0.12,0.12,51
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,26,line,-0.39,0.59,0.59,52
0.1,1,trig,0.1,data/Exp2/trig/line/S0.1m0.1.png,,26,line,0.26,-0.16,0.16,53
0.05,-1,quad,0.4,data/Exp2/quad/line/S0.05m-0.4.png,,26,line,-0.45,0.05,0.05,54
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,26,area,-0.43,0.03,0.03,55
0.05,1,line,0.8,data/Exp2/line/line/S0.05m0.8.png,,26,line,0.8,0,0,56
0.15,-1,trig,0.1,data/Exp2/trig/scatter/S0.15m-0.1.png,,26,scatter,-0.28,0.18,0.18,57
0.15,1,quad,0.2,data/Exp2/quad/area/S0.15m0.2.png,,26,area,0.25,-0.05,0.05,58
0.2,1,quad,0.1,data/Exp2/quad/area/S0.2m0.1.png,,26,area,-0.24,0.34,0.34,59
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,26,scatter,0.54,-0.14,0.14,60
0.15,1,trig,0.4,data/Exp2/trig/scatter/S0.15m0.4.png,,26,scatter,0.69,-0.29,0.29,61
0.05,1,trig,0.1,data/Exp2/trig/area/S0.05m0.1.png,,26,area,0.22,-0.12,0.12,62
0.15,-1,line,0.2,data/Exp2/line/line/S0.15m-0.2.png,,26,line,-0.4,0.2,0.2,63
0.05,1,line,0.1,data/Exp2/line/line/S0.05m0.1.png,,26,line,0.2,-0.1,0.1,64
0.15,1,line,0.1,data/Exp2/line/scatter/S0.15m0.1.png,,26,scatter,0.4,-0.3,0.3,65
0.15,1,trig,0.4,data/Exp2/trig/area/S0.15m0.4.png,,26,area,0.62,-0.22,0.22,68
0.15,1,line,0.4,data/Exp2/line/line/S0.15m0.4.png,,26,line,0.55,-0.15,0.15,69
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,26,scatter,-0.27,0.37,0.37,70
0.2,1,line,0.2,data/Exp2/line/scatter/S0.2m0.2.png,,26,scatter,0.38,-0.18,0.18,71
0.05,-1,trig,0.1,data/Exp2/trig/scatter/S0.05m-0.1.png,,26,scatter,-0.16,0.06,0.06,72
0.2,-1,quad,0.4,data/Exp2/quad/scatter/S0.2m-0.4.png,,26,scatter,-0.71,0.31,0.31,73
0.1,-1,line,0.1,data/Exp2/line/scatter/S0.1m-0.1.png,,26,scatter,-0.29,0.19,0.19,74
0.05,1,quad,0.2,data/Exp2/quad/area/S0.05m0.2.png,,26,area,0.22,-0.02,0.02,75
0.2,-1,quad,0.1,data/Exp2/quad/area/S0.2m-0.1.png,,26,area,-0.38,0.28,0.28,76
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,26,line,0.76,0.04,0.04,77
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,26,area,-0.24,0.34,0.34,78
0.05,1,trig,0.2,data/Exp2/trig/line/S0.05m0.2.png,,26,line,0.23,-0.03,0.03,80
0.1,1,line,0.1,data/Exp2/line/scatter/S0.1m0.1.png,,26,scatter,0.31,-0.21,0.21,79
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,26,scatter,-0.38,0.18,0.18,81
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,26,line,-0.07,0.17,0.17,82
0.15,-1,line,0.1,data/Exp2/line/line/S0.15m-0.1.png,,26,line,-0.36,0.26,0.26,83
0.2,-1,line,0.8,data/Exp2/line/area/S0.2m-0.8.png,,26,area,-0.68,-0.12,0.12,84
0.2,-1,quad,0.8,data/Exp2/quad/scatter/S0.2m-0.8.png,,26,scatter,-0.96,0.16,0.16,85
0.2,1,quad,0.2,data/Exp2/quad/area/S0.2m0.2.png,,26,area,0.31,-0.11,0.11,86
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,26,scatter,-0.72,0.32,0.32,87
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,26,line,-0.78,-0.02,0.02,88
0.05,-1,line,0.1,data/Exp2/line/line/S0.05m-0.1.png,,26,line,-0.2,0.1,0.1,89
0.1,1,line,0.4,data/Exp2/line/line/S0.1m0.4.png,,26,line,0.61,-0.21,0.21,90
0.15,1,quad,0.8,data/Exp2/quad/scatter/S0.15m0.8.png,,26,scatter,1,-0.2,0.2,91
0.2,-1,trig,0.1,data/Exp2/trig/line/S0.2m-0.1.png,,26,line,-0.45,0.35,0.35,92
0.2,1,trig,0.8,data/Exp2/trig/scatter/S0.2m0.8.png,,26,scatter,0.92,-0.12,0.12,93
0.05,-1,trig,0.8,data/Exp2/trig/scatter/S0.05m-0.8.png,,26,scatter,-0.81,0.01,0.01,94
0.15,-1,quad,0.8,data/Exp2/quad/scatter/S0.15m-0.8.png,,26,scatter,-1,0.2,0.2,95
0.15,-1,quad,0.1,data/Exp2/quad/area/S0.15m-0.1.png,,26,area,-0.32,0.22,0.22,96
0.05,-1,quad,0.8,data/Exp2/quad/area/S0.05m-0.8.png,,26,area,-0.87,0.07,0.07,97
0.15,-1,trig,0.4,data/Exp2/trig/line/S0.15m-0.4.png,,26,line,-0.57,0.17,0.17,99
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,27,area,0.53,-0.13,0.13,0
0.2,-1,line,0.2,data/Exp2/line/line/S0.2m-0.2.png,,27,line,-0.36,0.16,0.16,1
0.1,1,trig,0.8,data/Exp2/trig/scatter/S0.1m0.8.png,,27,scatter,0.79,0.01,0.01,2
0.05,1,trig,0.4,data/Exp2/trig/scatter/S0.05m0.4.png,,27,scatter,0.43,-0.03,0.03,3
0.1,-1,line,0.8,data/Exp2/line/area/S0.1m-0.8.png,,27,area,-0.89,0.09,0.09,4
0.05,1,trig,0.8,data/Exp2/trig/line/S0.05m0.8.png,,27,line,0.8,0,0,6
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,27,line,0.15,0.05,0.05,7
0.1,1,trig,0.1,data/Exp2/trig/area/S0.1m0.1.png,,27,area,0.13,-0.03,0.03,5
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,27,scatter,0.18,0.02,0.02,8
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,27,scatter,-0.47,0.27,0.27,9
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,27,area,0.79,0.01,0.01,10
0.2,-1,trig,0.4,data/Exp2/trig/scatter/S0.2m-0.4.png,,27,scatter,-0.65,0.25,0.25,11
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,27,scatter,0.31,-0.11,0.11,12
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,27,scatter,0.79,0.01,0.01,13
0.05,1,quad,0.8,data/Exp2/quad/area/S0.05m0.8.png,,27,area,0.81,-0.01,0.01,14
0.15,-1,line,0.4,data/Exp2/line/line/S0.15m-0.4.png,,27,line,-0.54,0.14,0.14,15
0.05,-1,quad,0.8,data/Exp2/quad/scatter/S0.05m-0.8.png,,27,scatter,-0.81,0.01,0.01,17
0.1,-1,line,0.4,data/Exp2/line/scatter/S0.1m-0.4.png,,27,scatter,-0.38,-0.02,0.02,16
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,27,scatter,0.65,-0.25,0.25,18
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,27,scatter,-0.42,0.32,0.32,19
0.1,1,line,0.2,data/Exp2/line/scatter/S0.1m0.2.png,,27,scatter,0.27,-0.07,0.07,20
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,27,area,0.46,-0.06,0.06,21
0.05,1,quad,0.1,data/Exp2/quad/area/S0.05m0.1.png,,27,area,0.13,-0.03,0.03,22
0.1,1,quad,0.1,data/Exp2/quad/scatter/S0.1m0.1.png,,27,scatter,0.1,0,0,23
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,27,line,-0.9,0.1,0.1,24
0.15,1,trig,0.8,data/Exp2/trig/area/S0.15m0.8.png,,27,area,0.84,-0.04,0.04,25
0.2,1,trig,0.8,data/Exp2/trig/area/S0.2m0.8.png,,27,area,0.85,-0.05,0.05,26
0.2,-1,line,0.2,data/Exp2/line/area/S0.2m-0.2.png,,27,area,-0.32,0.12,0.12,27
0.2,1,quad,0.1,data/Exp2/quad/area/S0.2m0.1.png,,27,area,0.23,-0.13,0.13,28
0.05,-1,trig,0.2,data/Exp2/trig/area/S0.05m-0.2.png,,27,area,-0.25,0.05,0.05,29
0.1,1,line,0.2,data/Exp2/line/area/S0.1m0.2.png,,27,area,0.2,0,0,30
0.2,1,line,0.4,data/Exp2/line/line/S0.2m0.4.png,,27,line,0.54,-0.14,0.14,31
0.1,-1,trig,0.2,data/Exp2/trig/scatter/S0.1m-0.2.png,,27,scatter,-0.42,0.22,0.22,32
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,27,line,0.34,-0.14,0.14,33
0.15,-1,quad,0.2,data/Exp2/quad/area/S0.15m-0.2.png,,27,area,-0.39,0.19,0.19,34
0.15,-1,line,0.1,data/Exp2/line/line/S0.15m-0.1.png,,27,line,-0.05,-0.05,0.05,35
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,27,line,-0.88,0.08,0.08,36
0.05,-1,line,0.8,data/Exp2/line/area/S0.05m-0.8.png,,27,area,-0.79,-0.01,0.01,37
0.05,-1,trig,0.4,data/Exp2/trig/line/S0.05m-0.4.png,,27,line,-0.34,-0.06,0.06,38
0.15,1,quad,0.4,data/Exp2/quad/scatter/S0.15m0.4.png,,27,scatter,0.04,0.36,0.36,39
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,27,line,0.83,-0.03,0.03,40
0.1,-1,line,0.2,data/Exp2/line/line/S0.1m-0.2.png,,27,line,-0.26,0.06,0.06,41
0.15,1,trig,0.8,data/Exp2/trig/scatter/S0.15m0.8.png,,27,scatter,0.78,0.02,0.02,42
0.05,-1,trig,0.1,data/Exp2/trig/area/S0.05m-0.1.png,,27,area,-0.23,0.13,0.13,43
0.15,-1,quad,0.1,data/Exp2/quad/scatter/S0.15m-0.1.png,,27,scatter,-0.1,0,0,44
0.15,-1,line,0.2,data/Exp2/line/scatter/S0.15m-0.2.png,,27,scatter,-0.36,0.16,0.16,45
0.2,1,quad,0.8,data/Exp2/quad/scatter/S0.2m0.8.png,,27,scatter,0.99,-0.19,0.19,46
0.2,1,line,0.1,data/Exp2/line/line/S0.2m0.1.png,,27,line,0.34,-0.24,0.24,47
0.05,-1,quad,0.1,data/Exp2/quad/scatter/S0.05m-0.1.png,,27,scatter,-0.16,0.06,0.06,48
0.05,-1,line,0.4,data/Exp2/line/scatter/S0.05m-0.4.png,,27,scatter,-0.41,0.01,0.01,49
0.15,1,quad,0.4,data/Exp2/quad/area/S0.15m0.4.png,,27,area,0.5,-0.1,0.1,50
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,27,line,-0.24,0.04,0.04,52
0.1,1,quad,0.4,data/Exp2/quad/scatter/S0.1m0.4.png,,27,scatter,0.52,-0.12,0.12,53
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,27,line,-0.13,0.03,0.03,55
0.2,-1,line,0.1,data/Exp2/line/area/S0.2m-0.1.png,,27,area,-0.22,0.12,0.12,56
0.05,1,line,0.1,data/Exp2/line/line/S0.05m0.1.png,,27,line,0.16,-0.06,0.06,57
0.15,1,trig,0.2,data/Exp2/trig/area/S0.15m0.2.png,,27,area,0.34,-0.14,0.14,58
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,27,line,0.22,-0.12,0.12,59
0.15,1,quad,0.1,data/Exp2/quad/area/S0.15m0.1.png,,27,area,0.27,-0.17,0.17,60
0.15,1,quad,0.1,data/Exp2/quad/scatter/S0.15m0.1.png,,27,scatter,0.32,-0.22,0.22,61
0.15,-1,quad,0.4,data/Exp2/quad/area/S0.15m-0.4.png,,27,area,-0.51,0.11,0.11,62
0.2,1,quad,0.2,data/Exp2/quad/area/S0.2m0.2.png,,27,area,0.26,-0.06,0.06,63
0.2,-1,trig,0.8,data/Exp2/trig/scatter/S0.2m-0.8.png,,27,scatter,-1,0.2,0.2,64
0.05,1,trig,0.1,data/Exp2/trig/scatter/S0.05m0.1.png,,27,scatter,0.1,0,0,65
0.1,-1,line,0.1,data/Exp2/line/line/S0.1m-0.1.png,,27,line,-0.2,0.1,0.1,66
0.2,-1,line,0.1,data/Exp2/line/line/S0.2m-0.1.png,,27,line,-0.07,-0.03,0.03,67
0.15,1,trig,0.2,data/Exp2/trig/line/S0.15m0.2.png,,27,line,0.34,-0.14,0.14,68
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,27,scatter,0.52,-0.42,0.42,69
0.1,-1,quad,0.1,data/Exp2/quad/area/S0.1m-0.1.png,,27,area,-0.18,0.08,0.08,70
0.15,-1,line,0.2,data/Exp2/line/line/S0.15m-0.2.png,,27,line,-0.25,0.05,0.05,72
0.1,1,line,0.1,data/Exp2/line/line/S0.1m0.1.png,,27,line,0.27,-0.17,0.17,71
0.1,-1,trig,0.1,data/Exp2/trig/scatter/S0.1m-0.1.png,,27,scatter,-0.18,0.08,0.08,73
0.2,-1,line,0.4,data/Exp2/line/line/S0.2m-0.4.png,,27,line,-0.45,0.05,0.05,74
0.1,-1,quad,0.2,data/Exp2/quad/area/S0.1m-0.2.png,,27,area,-0.29,0.09,0.09,75
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,27,line,0.49,-0.09,0.09,76
0.15,-1,line,0.8,data/Exp2/line/scatter/S0.15m-0.8.png,,27,scatter,-0.99,0.19,0.19,77
0.2,-1,quad,0.8,data/Exp2/quad/area/S0.2m-0.8.png,,27,area,-1,0.2,0.2,78
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,27,line,-0.74,-0.06,0.06,79
0.2,1,line,0.2,data/Exp2/line/scatter/S0.2m0.2.png,,27,scatter,0.57,-0.37,0.37,81
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,27,area,-0.58,0.18,0.18,82
0.05,-1,quad,0.2,data/Exp2/quad/scatter/S0.05m-0.2.png,,27,scatter,-0.22,0.02,0.02,83
0.2,-1,quad,0.4,data/Exp2/quad/area/S0.2m-0.4.png,,27,area,-0.42,0.02,0.02,84
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,27,line,0.87,-0.07,0.07,86
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,27,scatter,-0.87,0.07,0.07,87
0.05,1,line,0.2,data/Exp2/line/line/S0.05m0.2.png,,27,line,0.25,-0.05,0.05,88
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,27,scatter,-0.68,0.28,0.28,89
0.05,1,trig,0.4,data/Exp2/trig/area/S0.05m0.4.png,,27,area,0.46,-0.06,0.06,90
0.15,1,line,0.4,data/Exp2/line/line/S0.15m0.4.png,,27,line,0.46,-0.06,0.06,91
0.15,1,trig,0.8,data/Exp2/trig/line/S0.15m0.8.png,,27,line,0.92,-0.12,0.12,92
0.1,-1,trig,0.4,data/Exp2/trig/line/S0.1m-0.4.png,,27,line,-0.4,0,0,93
0.15,-1,quad,0.1,data/Exp2/quad/area/S0.15m-0.1.png,,27,area,0.02,-0.12,0.12,94
0.05,1,quad,0.4,data/Exp2/quad/line/S0.05m0.4.png,,27,line,0.45,-0.05,0.05,95
0.05,1,trig,0.2,data/Exp2/trig/area/S0.05m0.2.png,,27,area,0.25,-0.05,0.05,96
0.15,-1,quad,0.8,data/Exp2/quad/line/S0.15m-0.8.png,,27,line,-1,0.2,0.2,97
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,27,area,-0.78,-0.02,0.02,98
0.2,-1,trig,0.4,data/Exp2/trig/line/S0.2m-0.4.png,,28,line,-0.42,0.02,0.02,1
0.05,-1,trig,0.4,data/Exp2/trig/area/S0.05m-0.4.png,,27,area,-0.53,0.13,0.13,99
0.2,1,line,0.2,data/Exp2/line/area/S0.2m0.2.png,,28,area,0.28,-0.08,0.08,2
0.15,1,quad,0.4,data/Exp2/quad/area/S0.15m0.4.png,,28,area,0.48,-0.08,0.08,3
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,28,area,-0.31,-0.09,0.09,4
0.1,1,line,0.1,data/Exp2/line/area/S0.1m0.1.png,,28,area,0.11,-0.01,0.01,5
0.05,1,trig,0.4,data/Exp2/trig/line/S0.05m0.4.png,,28,line,0.41,-0.01,0.01,6
0.15,1,line,0.8,data/Exp2/line/scatter/S0.15m0.8.png,,28,scatter,1,-0.2,0.2,7
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,28,line,0.73,0.07,0.07,8
0.15,-1,quad,0.1,data/Exp2/quad/scatter/S0.15m-0.1.png,,28,scatter,-0.11,0.01,0.01,9
0.2,-1,trig,0.8,data/Exp2/trig/area/S0.2m-0.8.png,,28,area,-0.72,-0.08,0.08,10
0.15,1,quad,0.2,data/Exp2/quad/area/S0.15m0.2.png,,28,area,0.26,-0.06,0.06,11
0.15,1,trig,0.2,data/Exp2/trig/scatter/S0.15m0.2.png,,28,scatter,0.25,-0.05,0.05,12
0.05,1,line,0.2,data/Exp2/line/scatter/S0.05m0.2.png,,28,scatter,0.22,-0.02,0.02,13
0.2,1,trig,0.1,data/Exp2/trig/scatter/S0.2m0.1.png,,28,scatter,0.12,-0.02,0.02,14
0.2,-1,line,0.8,data/Exp2/line/scatter/S0.2m-0.8.png,,28,scatter,-1,0.2,0.2,17
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,28,area,0.02,0.08,0.08,16
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,28,area,-0.31,-0.09,0.09,18
