sigma,sign,type,m,src,isValidation,id,graphtype,offset,outlierLoc,outlierNum,ix,iy,actualm,actualb,answer,error,unsignedError,errorActual,unsignedErrorActual,index
0.15,1,line,0.2,data/Exp4/line/line/S0.15m0.2ob10.png,,0,line,0,b,10,0.6931533,0.5386306,-0.2896596,0.7394091,0.19,0.01,0.01,-0.48,0.48,0
0.2,1,line,0.4,data/Exp4/line/line/S0.2m0.4om10.png,,0,line,0,m,10,1.0223895,0.70895594,0.22220367,0.48177725,0.49,-0.09,0.09,-0.27,0.27,1
0.05,1,line,0.1,data/Exp4/line/area/S0.05m0.1om0.png,,0,area,0,m,0,0,0,0.1,0.45,0.09,0.01,0.01,0.01,0.01,2
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1oe5.png,,0,scatter,0,e,5,0.3335052,0.48335052,-0.15303838,0.5343896,0.09,0.01,0.01,-0.24,0.24,3
0.2,-1,line,0.1,data/Exp4/line/line/S0.2m-0.1om10.png,,0,line,0,m,10,0.96303505,0.45369652,0.083534546,0.37324983,-0.02,-0.08,0.08,0.1,0.1,4
0.05,-1,line,0.2,data/Exp4/line/scatter/S0.05m-0.2oe0.png,,0,scatter,0,e,0,0,0,-0.2,0.4,-0.26,0.06,0.06,0.06,0.06,5
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2ob5.png,,0,line,0,b,5,0.66189754,0.46762046,0.06637987,0.4236838,-0.18,-0.02,0.02,0.25,0.25,6
0.05,-1,line,0.1,data/Exp4/line/line/S0.05m-0.1oe0.png,,0,line,0,e,0,0,0,-0.1,0.45,-0.14,0.04,0.04,0.04,0.04,7
0.15,1,line,0.1,data/Exp4/line/scatter/S0.15m0.1ob0.png,,0,scatter,0,b,0,0,0,0.1,0.45,0.18,-0.08,0.08,-0.08,0.08,8
0.15,1,line,0.4,data/Exp4/line/area/S0.15m0.4ob0.png,,0,area,0,b,0,0,0,0.4,0.3,0.47,-0.07,0.07,-0.07,0.07,9
0.2,1,line,0.8,data/Exp4/line/line/S0.2m0.8om10.png,,0,line,0,m,10,1.0140972,0.91127807,0.5879658,0.31502357,0.94,-0.14,0.14,-0.35,0.35,11
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4oe15.png,,0,area,0,e,15,0.29733953,0.5810642,0.34276107,0.4791478,-0.58,0.18,0.18,0.92,0.92,10
0.15,1,line,0.1,data/Exp4/line/scatter/S0.15m0.1om15.png,,0,scatter,0,m,15,0.9936281,0.5493628,-0.18227541,0.7304768,0.09,0.01,0.01,-0.27,0.27,12
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1om10.png,,0,line,0,m,10,1.0065576,0.5506557,-0.058605902,0.60964596,0.14,-0.04,0.04,-0.2,0.2,13
0.2,1,line,0.4,data/Exp4/line/line/S0.2m0.4om5.png,,0,line,0,m,5,1.033569,0.7134277,0.30596673,0.39719,0.64,-0.24,0.24,-0.33,0.33,14
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1om0.png,,0,area,0,m,0,0,0,-0.1,0.45,-0.12,0.02,0.02,0.02,0.02,15
0.1,1,line,0.8,data/Exp4/line/scatter/S0.1m0.8oe15.png,,0,scatter,0,e,15,0.30563658,0.34450933,-0.058502357,0.3623898,0.8,0,0,-0.86,0.86,16
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2om5.png,,0,line,0,m,5,0.92115206,0.41576964,-0.11182543,0.51877785,-0.33,0.13,0.13,0.22,0.22,17
0.15,-1,line,0.1,data/Exp4/line/line/S0.15m-0.1ob10.png,,0,line,0,b,10,0.67921185,0.48207885,0.36679202,0.23294938,-0.12,0.02,0.02,0.49,0.49,18
0.15,1,line,0.2,data/Exp4/line/scatter/S0.15m0.2ob5.png,,0,scatter,0,b,5,0.6920221,0.53840435,-0.080199935,0.5939045,0.21,-0.01,0.01,-0.29,0.29,19
0.05,1,line,0.1,data/Exp4/line/area/S0.05m0.1ob10.png,,0,area,0,b,10,0.6891136,0.51891136,-0.35119873,0.7609272,0.09,0.01,0.01,-0.44,0.44,21
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4oe10.png,,0,line,0,e,10,0.30567715,0.57772917,0.13770095,0.53563714,-0.54,0.14,0.14,0.68,0.68,22
0.15,1,line,0.4,data/Exp4/line/scatter/S0.15m0.4om5.png,,0,scatter,0,m,5,1.0258924,0.71035695,0.30951223,0.39283073,0.45,-0.05,0.05,-0.14,0.14,23
0.1,-1,line,0.8,data/Exp4/line/line/S0.1m-0.8ob0.png,,0,line,0,b,0,0,0,-0.8,0.1,-0.85,0.05,0.05,0.05,0.05,24
0.15,-1,line,0.4,data/Exp4/line/scatter/S0.15m-0.4ob10.png,,0,scatter,0,b,10,0.6784794,0.42860827,0.12620744,0.34297916,-0.57,0.17,0.17,0.7,0.7,25
0.15,-1,line,0.8,data/Exp4/line/line/S0.15m-0.8oe10.png,,0,line,0,e,10,0.30762503,0.6538999,-0.12591942,0.6926359,-0.87,0.07,0.07,0.74,0.74,26
0.05,1,line,0.8,data/Exp4/line/area/S0.05m0.8oe15.png,,0,area,0,e,15,0.30390596,0.34312484,-0.08542439,0.36908582,0.88,-0.08,0.08,-0.97,0.97,27
0.05,-1,line,0.1,data/Exp4/line/scatter/S0.05m-0.1ob0.png,,0,scatter,0,b,0,0,0,-0.1,0.45,-0.14,0.04,0.04,0.04,0.04,28
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4om5.png,,0,scatter,0,m,5,1.0118743,0.7047498,0.310716,0.39034432,0.52,-0.12,0.12,-0.21,0.21,29
0.2,-1,line,0.1,data/Exp4/line/scatter/S0.2m-0.1om0.png,,0,scatter,0,m,0,0,0,-0.1,0.45,-0.11,0.01,0.01,0.01,0.01,30
0.05,-1,line,0.4,data/Exp4/line/area/S0.05m-0.4oe10.png,,0,area,0,e,10,0.31027812,0.5758888,0.13826884,0.532987,-0.41,0.01,0.01,0.55,0.55,32
0.1,-1,line,0.2,data/Exp4/line/area/S0.1m-0.2ob10.png,,0,area,0,b,10,0.6814859,0.4637028,0.30676395,0.2546475,-0.33,0.13,0.13,0.64,0.64,31
0.05,1,line,0.8,data/Exp4/line/line/S0.05m0.8om15.png,,0,line,0,m,15,0.9800159,0.88401294,0.49756458,0.39639178,0.75,0.05,0.05,-0.25,0.25,33
0.2,1,line,0.1,data/Exp4/line/area/S0.2m0.1ob0.png,,0,area,0,b,0,0,0,0.1,0.45,0.12,-0.02,0.02,-0.02,0.02,35
0.15,-1,line,0.2,data/Exp4/line/scatter/S0.15m-0.2ob15.png,,0,scatter,0,b,15,0.691586,0.4616828,0.4744649,0.1335495,-0.43,0.23,0.23,0.9,0.9,34
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4om15.png,,0,area,0,m,15,0.9676244,0.31295025,-0.113961555,0.4232222,-0.49,0.09,0.09,0.38,0.38,36
0.2,1,line,0.4,data/Exp4/line/scatter/S0.2m0.4ob5.png,,0,scatter,0,b,5,0.6963538,0.57854164,0.12808433,0.4893496,0.42,-0.02,0.02,-0.29,0.29,37
0.2,-1,line,0.1,data/Exp4/line/line/S0.2m-0.1om5.png,,0,line,0,m,5,0.92042595,0.45795745,-0.013429552,0.47031835,-0.23,0.13,0.13,0.22,0.22,38
0.15,-1,line,0.8,data/Exp4/line/area/S0.15m-0.8oe0.png,,0,area,0,e,0,0,0,-0.8,0.1,-0.82,0.02,0.02,0.02,0.02,39
0.15,1,line,0.2,data/Exp4/line/area/S0.15m0.2oe0.png,,0,area,0,e,0,0,0,0.2,0.4,0.22,-0.02,0.02,-0.02,0.02,40
0.05,-1,line,0.8,data/Exp4/line/line/S0.05m-0.8oe5.png,,0,line,0,e,5,0.31847557,0.6452193,-0.4681669,0.79431903,-0.75,-0.05,0.05,0.28,0.28,41
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1oe15.png,,0,scatter,0,e,15,0.30601707,0.4806017,-0.5457717,0.64761716,0.13,-0.03,0.03,-0.68,0.68,42
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4oe0.png,,0,line,0,e,0,0,0,-0.4,0.3,-0.41,0.01,0.01,0.01,0.01,44
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2ob10.png,,0,area,0,b,10,0.6840074,0.46319848,0.29395908,0.2621283,-0.31,0.11,0.11,0.6,0.6,43
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1ob0.png,,0,area,0,b,0,0,0,0.1,0.45,0.05,0.05,0.05,0.05,0.05,46
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4oe5.png,,0,line,0,e,5,0.33137769,0.43255115,0.10188598,0.3987884,0.42,-0.02,0.02,-0.32,0.32,48
0.2,-1,line,0.4,data/Exp4/line/scatter/S0.2m-0.4ob15.png,,0,scatter,0,b,15,0.6902712,0.42389154,0.3610099,0.17469677,-0.44,0.04,0.04,0.8,0.8,47
0.2,-1,line,0.2,data/Exp4/line/scatter/S0.2m-0.2ob15.png,,0,scatter,0,b,15,0.6911889,0.4617622,0.48751697,0.12479591,-0.01,-0.19,0.19,0.5,0.5,49
0.2,-1,line,0.2,data/Exp4/line/scatter/S0.2m-0.2oe0.png,,0,scatter,0,e,0,0,0,-0.2,0.4,-0.28,0.08,0.08,0.08,0.08,50
0.05,1,line,0.1,data/Exp4/line/line/S0.05m0.1om15.png,,0,line,0,m,15,0.9894016,0.5489402,-0.14998162,0.6973322,0.09,0.01,0.01,-0.24,0.24,51
0.1,-1,line,0.2,data/Exp4/line/line/S0.1m-0.2oe5.png,,0,line,0,e,5,0.31319943,0.5373601,0.055115413,0.520098,-0.27,0.07,0.07,0.33,0.33,52
0.15,-1,line,0.1,data/Exp4/line/line/S0.15m-0.1ob5.png,,0,line,0,b,5,0.66140586,0.48385945,0.1485721,0.385593,-0.16,0.06,0.06,0.31,0.31,53
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1om15.png,,0,area,0,m,15,0.9677757,0.45322242,0.16152436,0.29690307,-0.07,-0.03,0.03,0.23,0.23,55
0.2,-1,line,0.2,data/Exp4/line/area/S0.2m-0.2oe10.png,,0,area,0,e,10,0.30110928,0.5397782,0.2756083,0.45678994,-0.2,0,0,0.48,0.48,54
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8oe5.png,,0,area,0,e,5,0.31847557,0.6452193,-0.4681669,0.79431903,-0.87,0.07,0.07,0.4,0.4,56
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4ob10.png,,0,line,0,b,10,0.69099826,0.57639945,-0.15993786,0.6869162,0.39,0.01,0.01,-0.55,0.55,58
0.15,1,line,0.8,data/Exp4/line/line/S0.15m0.8oe5.png,,0,line,0,e,5,0.33427796,0.36742243,0.47604695,0.20829043,0.9,-0.1,0.1,-0.42,0.42,57
0.05,-1,line,0.2,data/Exp4/line/line/S0.05m-0.2ob0.png,,0,line,0,b,0,0,0,-0.2,0.4,-0.24,0.04,0.04,0.04,0.04,59
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8oe5.png,,0,scatter,0,e,5,0.31847557,0.6452193,-0.4681669,0.79431903,-0.84,0.04,0.04,0.37,0.37,60
0.1,1,line,0.2,data/Exp4/line/scatter/S0.1m0.2ob0.png,,0,scatter,0,b,0,0,0,0.2,0.4,0.26,-0.06,0.06,-0.06,0.06,61
0.05,1,line,0.8,data/Exp4/line/scatter/S0.05m0.8oe10.png,,0,scatter,0,e,10,0.31528082,0.3522247,0.1586664,0.30220026,0.8,0,0,-0.64,0.64,62
0.15,-1,line,0.4,data/Exp4/line/area/S0.15m-0.4om10.png,,0,area,0,m,10,0.9768479,0.30926085,-0.21848686,0.5226893,-0.35,-0.05,0.05,0.13,0.13,63
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2ob5.png,,0,area,0,b,5,0.6992419,0.5398483,-0.038209476,0.566566,0.3,-0.1,0.1,-0.34,0.34,64
0.1,1,line,0.8,data/Exp4/line/line/S0.1m0.8ob10.png,,0,line,0,b,10,0.69067264,0.6525383,0.16992632,0.53517485,0.87,-0.07,0.07,-0.7,0.7,65
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8oe5.png,,0,scatter,0,e,5,0.33831674,0.37065345,0.46487206,0.21337946,1,-0.2,0.2,-0.54,0.54,66
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4ob0.png,,0,area,0,b,0,0,0,-0.4,0.3,-0.46,0.06,0.06,0.06,0.06,67
0.2,1,line,0.8,data/Exp4/line/area/S0.2m0.8om15.png,,0,area,0,m,15,0.99951524,0.8996125,0.500529,0.39932612,0.83,-0.03,0.03,-0.33,0.33,68
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2om15.png,,0,line,0,m,15,0.98782194,0.59756434,-0.06641047,0.66316605,0.21,-0.01,0.01,-0.28,0.28,70
0.2,1,line,0.1,data/Exp4/line/scatter/S0.2m0.1oe10.png,,0,scatter,0,e,10,0.32440922,0.48244092,-0.35283118,0.5969026,0.21,-0.11,0.11,-0.56,0.56,71
0.2,1,line,0.8,data/Exp4/line/line/S0.2m0.8om5.png,,0,line,0,m,5,1.0253518,0.9202817,0.69730777,0.20529595,0.8,0,0,-0.1,0.1,72
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8om15.png,,0,scatter,0,m,15,0.99951524,0.8996125,0.500529,0.39932612,0.87,-0.07,0.07,-0.37,0.37,73
0.1,-1,line,0.8,data/Exp4/line/area/S0.1m-0.8oe0.png,,0,area,0,e,0,0,0,-0.8,0.1,-0.96,0.16,0.16,0.16,0.16,74
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4oe5.png,,0,line,0,e,5,0.31000382,0.5759985,-0.102679,0.6078294,-0.47,0.07,0.07,0.37,0.37,75
0.05,-1,line,0.2,data/Exp4/line/scatter/S0.05m-0.2oe15.png,,0,scatter,0,e,15,0.30101183,0.5397976,0.49136692,0.39189035,-0.28,0.08,0.08,0.77,0.77,76
0.15,1,line,0.8,data/Exp4/line/area/S0.15m0.8om10.png,,0,area,0,m,10,1.0081154,0.9064926,0.5943772,0.30729178,0.88,-0.08,0.08,-0.29,0.29,77
0.1,1,line,0.2,data/Exp4/line/area/S0.1m0.2oe5.png,,0,area,0,e,5,0.3336407,0.46672806,-0.049706712,0.48331225,0.28,-0.08,0.08,-0.33,0.33,78
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8om15.png,,0,area,0,m,15,0.98270535,0.88616455,0.47067738,0.42362738,0.87,-0.07,0.07,-0.4,0.4,79
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2om10.png,,0,line,0,m,10,0.9693119,0.4061376,-0.0045374366,0.41053578,-0.16,-0.04,0.04,0.16,0.16,80
0.1,-1,line,0.2,data/Exp4/line/scatter/S0.1m-0.2oe15.png,,0,scatter,0,e,15,0.29920036,0.5401599,0.510864,0.3873092,-0.17,-0.03,0.03,0.68,0.68,81
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4om15.png,,0,line,0,m,15,0.97202516,0.31118995,-0.12951577,0.43708253,-0.39,-0.01,0.01,0.26,0.26,82
0.1,-1,line,0.4,data/Exp4/line/scatter/S0.1m-0.4om10.png,,0,scatter,0,m,10,0.9813713,0.3074515,-0.21637513,0.51979584,-0.45,0.05,0.05,0.23,0.23,83
0.15,1,line,0.8,data/Exp4/line/scatter/S0.15m0.8ob0.png,,0,scatter,0,b,0,0,0,0.8,0.1,0.89,-0.09,0.09,-0.09,0.09,84
0.1,-1,line,0.8,data/Exp4/line/scatter/S0.1m-0.8oe0.png,,0,scatter,0,e,0,0,0,-0.8,0.1,-0.88,0.08,0.08,0.08,0.08,85
0.15,1,line,0.8,data/Exp4/line/scatter/S0.15m0.8om15.png,,0,scatter,0,m,15,0.99213475,0.89370805,0.48841488,0.4091347,0.85,-0.05,0.05,-0.36,0.36,86
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1ob5.png,,0,line,0,b,5,0.6883694,0.5188371,-0.12654719,0.6059483,0.14,-0.04,0.04,-0.27,0.27,87
0.2,1,line,0.8,data/Exp4/line/area/S0.2m0.8ob0.png,,0,area,0,b,0,0,0,0.8,0.1,0.97,-0.17,0.17,-0.17,0.17,88
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1ob15.png,,0,area,0,b,15,0.7044242,0.5204424,-0.55706996,0.912856,0.09,0.01,0.01,-0.65,0.65,89
0.2,-1,line,0.1,data/Exp4/line/area/S0.2m-0.1oe10.png,,0,area,0,e,10,0.30165333,0.5198346,0.33629665,0.41838956,-0.12,0.02,0.02,0.46,0.46,90
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2om0.png,,0,area,0,m,0,0,0,-0.2,0.4,-0.26,0.06,0.06,0.06,0.06,91
0.05,-1,line,0.4,data/Exp4/line/area/S0.05m-0.4om0.png,,0,area,0,m,0,0,0,-0.4,0.3,-0.4,0,0,0,0,92
0.05,1,line,0.4,data/Exp4/line/scatter/S0.05m0.4ob5.png,,0,scatter,0,b,5,0.68203676,0.5728148,0.11492475,0.49443188,0.38,0.02,0.02,-0.27,0.27,93
0.1,1,line,0.2,data/Exp4/line/line/S0.1m0.2om15.png,,0,line,0,m,15,0.9846365,0.5969272,-0.05596955,0.6520369,0.21,-0.01,0.01,-0.27,0.27,94
0.05,-1,line,0.4,data/Exp4/line/scatter/S0.05m-0.4ob15.png,,0,scatter,0,b,15,0.6957097,0.42171615,0.3511112,0.17744462,-0.49,0.09,0.09,0.84,0.84,95
0.15,1,line,0.2,data/Exp4/line/area/S0.15m0.2ob10.png,,0,area,0,b,10,0.6931533,0.5386306,-0.2896596,0.7394091,0.14,0.06,0.06,-0.43,0.43,96
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4oe5.png,,0,area,0,e,5,0.30404338,0.5783827,-0.12713441,0.61703706,-0.41,0.01,0.01,0.28,0.28,98
0.05,1,line,0.1,data/Exp4/line/scatter/S0.05m0.1om15.png,,0,scatter,0,m,15,0.9894016,0.5489402,-0.14998162,0.6973322,0.11,-0.01,0.01,-0.26,0.26,99
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4ob15.png,,1,line,0,b,15,0.6957097,0.42171615,0.3511112,0.17744462,-0.26,-0.14,0.14,0.61,0.61,0
0.1,1,line,0.2,data/Exp4/line/area/S0.1m0.2ob0.png,,1,area,0,b,0,0,0,0.2,0.4,0.23,-0.03,0.03,-0.03,0.03,1
0.05,-1,line,0.8,data/Exp4/line/line/S0.05m-0.8om5.png,,1,line,0,m,5,0.9687683,0.12498498,-0.69379413,0.79711074,-0.73,-0.07,0.07,0.04,0.04,2
0.15,1,line,0.4,data/Exp4/line/line/S0.15m0.4ob10.png,,1,line,0,b,10,0.6943913,0.5777565,-0.1260658,0.66529554,0.15,0.25,0.25,-0.28,0.28,3
0.05,1,line,0.1,data/Exp4/line/scatter/S0.05m0.1om10.png,,1,scatter,0,m,10,1.001305,0.5501305,-0.07149437,0.62171817,0.15,-0.05,0.05,-0.22,0.22,5
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2ob0.png,,1,area,0,b,0,0,0,-0.2,0.4,-0.23,0.03,0.03,0.03,0.03,4
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8ob15.png,,1,scatter,0,b,15,0.7017678,0.66141444,-0.09998893,0.7315834,0.78,0.02,0.02,-0.88,0.88,6
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4om10.png,,1,scatter,0,m,10,1.0096508,0.70386034,0.22357568,0.47812697,0.21,0.19,0.19,0.01,0.01,7
0.05,1,line,0.2,data/Exp4/line/scatter/S0.05m0.2ob0.png,,1,scatter,0,b,0,0,0,0.2,0.4,0.16,0.04,0.04,0.04,0.04,9
0.15,1,line,0.8,data/Exp4/line/scatter/S0.15m0.8ob0.png,,1,scatter,0,b,0,0,0,0.8,0.1,0.76,0.04,0.04,0.04,0.04,10
0.15,-1,line,0.4,data/Exp4/line/scatter/S0.15m-0.4ob15.png,,1,scatter,0,b,15,0.6924421,0.42302316,0.33689228,0.18974479,-0.59,0.19,0.19,0.93,0.93,11
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4om15.png,,1,area,0,m,15,0.9676244,0.31295025,-0.113961555,0.4232222,-0.38,-0.02,0.02,0.27,0.27,12
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1oe15.png,,1,line,0,e,15,0.30601707,0.4806017,-0.5457717,0.64761716,-0.5,0.6,0.6,-0.05,0.05,13
0.2,1,line,0.8,data/Exp4/line/line/S0.2m0.8oe15.png,,1,line,0,e,15,0.30875188,0.34700155,-0.11125383,0.3813514,0.58,0.22,0.22,-0.69,0.69,14
0.15,-1,line,0.8,data/Exp4/line/scatter/S0.15m-0.8om10.png,,1,scatter,0,m,10,0.9782255,0.11741918,-0.60542303,0.70965946,-0.8,0,0,0.19,0.19,15
0.15,-1,line,0.1,data/Exp4/line/area/S0.15m-0.1oe10.png,,1,area,0,e,10,0.3031387,0.51968616,0.33729705,0.4174384,0.73,-0.83,0.83,-0.39,0.39,16
0.1,-1,line,0.2,data/Exp4/line/area/S0.1m-0.2ob15.png,,1,area,0,b,15,0.6941933,0.4611614,0.50177157,0.11283493,0.47,-0.67,0.67,0.03,0.03,17
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2oe10.png,,1,area,0,e,10,0.310695,0.537861,0.28126597,0.45047304,0.85,-1.05,1.05,-0.57,0.57,18
0.05,1,line,0.2,data/Exp4/line/area/S0.05m0.2oe5.png,,1,area,0,e,5,0.3276459,0.46552914,-0.07053351,0.48863918,-0.6,0.8,0.8,0.53,0.53,19
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4oe5.png,,1,scatter,0,e,5,0.33137769,0.43255115,0.10188598,0.3987884,0.51,-0.11,0.11,-0.41,0.41,20
0.1,-1,line,0.8,data/Exp4/line/scatter/S0.1m-0.8om10.png,,1,scatter,0,m,10,0.9762303,0.119015336,-0.5999397,0.7046947,-0.75,-0.05,0.05,0.15,0.15,21
0.15,-1,line,0.8,data/Exp4/line/area/S0.15m-0.8ob0.png,,1,area,0,b,0,0,0,-0.8,0.1,-0.69,-0.11,0.11,-0.11,0.11,22
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2ob0.png,,1,line,0,b,0,0,0,0.2,0.4,0.15,0.05,0.05,0.05,0.05,23
0.2,-1,line,0.2,data/Exp4/line/area/S0.2m-0.2om15.png,,1,area,0,m,15,0.9474547,0.41050905,0.071845375,0.3424388,-0.42,0.22,0.22,0.49,0.49,24
0.15,1,line,0.1,data/Exp4/line/line/S0.15m0.1oe10.png,,1,line,0,e,10,0.3215729,0.4821573,-0.33940274,0.5913,-0.73,0.83,0.83,0.39,0.39,25
0.15,1,line,0.2,data/Exp4/line/line/S0.15m0.2om10.png,,1,line,0,m,10,1.0222255,0.60444504,0.03232805,0.5713985,0.37,-0.17,0.17,-0.34,0.34,26
0.2,-1,line,0.1,data/Exp4/line/scatter/S0.2m-0.1ob10.png,,1,scatter,0,b,10,0.6760221,0.48239782,0.4102938,0.20503013,-0.19,0.09,0.09,0.6,0.6,27
0.1,1,line,0.4,data/Exp4/line/area/S0.1m0.4oe5.png,,1,area,0,e,5,0.33137769,0.43255115,0.10188598,0.3987884,-0.3,0.7,0.7,0.4,0.4,28
0.2,-1,line,0.2,data/Exp4/line/scatter/S0.2m-0.2om5.png,,1,scatter,0,m,5,0.92115206,0.41576964,-0.11182543,0.51877785,0.14,-0.34,0.34,-0.25,0.25,29
0.05,1,line,0.4,data/Exp4/line/area/S0.05m0.4om0.png,,1,area,0,m,0,0,0,0.4,0.3,0.47,-0.07,0.07,-0.07,0.07,30
0.05,-1,line,0.2,data/Exp4/line/scatter/S0.05m-0.2ob10.png,,1,scatter,0,b,10,0.6840074,0.46319848,0.29395908,0.2621283,-0.26,0.06,0.06,0.55,0.55,32
0.05,1,line,0.8,data/Exp4/line/scatter/S0.05m0.8ob5.png,,1,scatter,0,b,5,0.6807888,0.6446312,0.44622272,0.3408478,0.82,-0.02,0.02,-0.37,0.37,33
0.15,1,line,0.1,data/Exp4/line/line/S0.15m0.1om5.png,,1,line,0,m,5,1.0211494,0.55211496,0.0035917202,0.5484473,0.24,-0.14,0.14,-0.24,0.24,34
0.2,1,line,0.2,data/Exp4/line/line/S0.2m0.2oe10.png,,1,line,0,e,10,0.324195,0.46483892,-0.29239136,0.55963075,-0.52,0.72,0.72,0.23,0.23,36
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4oe5.png,,1,line,0,e,5,0.31000382,0.5759985,-0.102679,0.6078294,0.17,-0.57,0.57,-0.27,0.27,35
0.1,1,line,0.2,data/Exp4/line/scatter/S0.1m0.2om15.png,,1,scatter,0,m,15,0.9846365,0.5969272,-0.05596955,0.6520369,0.28,-0.08,0.08,-0.34,0.34,37
0.15,1,line,0.1,data/Exp4/line/scatter/S0.15m0.1om5.png,,1,scatter,0,m,5,1.0211494,0.55211496,0.0035917202,0.5484473,0.15,-0.05,0.05,-0.15,0.15,38
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8ob15.png,,1,area,0,b,15,0.6962066,0.3430344,0.08830412,0.28155646,-0.5,-0.3,0.3,0.59,0.59,39
0.2,-1,line,0.1,data/Exp4/line/area/S0.2m-0.1ob0.png,,1,area,0,b,0,0,0,-0.1,0.45,-0.24,0.14,0.14,0.14,0.14,40
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1om10.png,,1,area,0,m,10,0.985387,0.45146132,0.06984559,0.3826364,0.13,-0.23,0.23,-0.06,0.06,41
0.1,1,line,0.2,data/Exp4/line/line/S0.1m0.2ob0.png,,1,line,0,b,0,0,0,0.2,0.4,0.24,-0.04,0.04,-0.04,0.04,42
0.2,-1,line,0.4,data/Exp4/line/scatter/S0.2m-0.4ob10.png,,1,scatter,0,b,10,0.6772804,0.42908773,0.1283235,0.34217674,-0.5,0.1,0.1,0.63,0.63,43
0.2,1,line,0.4,data/Exp4/line/line/S0.2m0.4oe15.png,,1,line,0,e,15,0.30905244,0.42362103,-0.39152938,0.54462415,-0.27,0.67,0.67,-0.12,0.12,44
0.2,-1,line,0.4,data/Exp4/line/scatter/S0.2m-0.4oe5.png,,1,scatter,0,e,5,0.30404338,0.5783827,-0.12713441,0.61703706,-0.46,0.06,0.06,0.33,0.33,45
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4ob0.png,,1,line,0,b,0,0,0,-0.4,0.3,-0.41,0.01,0.01,0.01,0.01,46
0.05,-1,line,0.4,data/Exp4/line/area/S0.05m-0.4oe15.png,,1,area,0,e,15,0.30086824,0.5796527,0.32989886,0.48039663,0.76,-1.16,1.16,-0.43,0.43,47
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8om15.png,,1,scatter,0,m,15,0.9713979,0.12288165,-0.50075656,0.6093155,-0.81,0.01,0.01,0.31,0.31,48
0.2,-1,line,0.1,data/Exp4/line/scatter/S0.2m-0.1om5.png,,1,scatter,0,m,5,0.92042595,0.45795745,-0.013429552,0.47031835,0.15,-0.25,0.25,-0.16,0.16,49
0.05,1,line,0.1,data/Exp4/line/area/S0.05m0.1oe15.png,,1,area,0,e,15,0.30401528,0.48040152,-0.5590595,0.65036416,-0.45,0.55,0.55,-0.11,0.11,50
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8ob0.png,,1,area,0,b,0,0,0,-0.8,0.1,-0.78,-0.02,0.02,-0.02,0.02,51
