sigma,sign,type,m,src,isValidation,id,graphtype,offset,outlierLoc,outlierNum,ix,iy,actualm,actualb,answer,error,unsignedError,errorActual,unsignedErrorActual,index
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8om15.png,,18,area,0,m,15,0.9713979,0.12288165,-0.50075656,0.6093155,-0.82,0.02,0.02,0.32,0.32,79
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8om0.png,,18,scatter,0,m,0,0,0,0.8,0.1,0.83,-0.03,0.03,-0.03,0.03,80
0.2,-1,line,0.2,data/Exp4/line/area/S0.2m-0.2oe5.png,,18,area,0,e,5,0.30426756,0.5391465,0.07161365,0.51735675,-0.29,0.09,0.09,0.36,0.36,81
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2om15.png,,18,area,0,m,15,0.9942967,0.5988593,-0.0673186,0.66579396,0.3,-0.1,0.1,-0.37,0.37,82
0.1,1,line,0.2,data/Exp4/line/area/S0.1m0.2oe15.png,,18,area,0,e,15,0.30568752,0.4611376,-0.48330212,0.608877,0.23,-0.03,0.03,-0.71,0.71,83
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8ob5.png,,18,scatter,0,b,5,0.67266434,0.3618685,-0.4401389,0.65793425,-0.85,0.05,0.05,0.41,0.41,84
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4om10.png,,18,scatter,0,m,10,1.0096508,0.70386034,0.22357568,0.47812697,0.48,-0.08,0.08,-0.26,0.26,85
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2om0.png,,18,line,0,m,0,0,0,-0.2,0.4,-0.23,0.03,0.03,0.03,0.03,86
0.05,1,line,0.1,data/Exp4/line/area/S0.05m0.1ob15.png,,18,area,0,b,15,0.7003078,0.5200308,-0.5355313,0.8950675,0.16,-0.06,0.06,-0.7,0.7,87
0.15,-1,line,0.8,data/Exp4/line/area/S0.15m-0.8oe10.png,,18,area,0,e,10,0.30762503,0.6538999,-0.12591942,0.6926359,-0.64,-0.16,0.16,0.51,0.51,88
0.15,1,line,0.4,data/Exp4/line/line/S0.15m0.4ob0.png,,18,line,0,b,0,0,0,0.4,0.3,0.39,0.01,0.01,0.01,0.01,89
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2oe10.png,,18,area,0,e,10,0.310695,0.537861,0.28126597,0.45047304,-0.15,-0.05,0.05,0.43,0.43,90
0.05,-1,line,0.4,data/Exp4/line/area/S0.05m-0.4oe0.png,,18,area,0,e,0,0,0,-0.4,0.3,-0.34,-0.06,0.06,-0.06,0.06,91
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8om15.png,,18,scatter,0,m,15,0.99951524,0.8996125,0.500529,0.39932612,0.89,-0.09,0.09,-0.39,0.39,93
0.2,1,line,0.2,data/Exp4/line/scatter/S0.2m0.2oe15.png,,18,scatter,0,e,15,0.31053343,0.46210662,-0.47092858,0.6083457,0.79,-0.59,0.59,-1.26,1.26,94
0.05,1,line,0.1,data/Exp4/line/scatter/S0.05m0.1oe15.png,,18,scatter,0,e,15,0.30401528,0.48040152,-0.5590595,0.65036416,0.12,-0.02,0.02,-0.68,0.68,95
0.2,1,line,0.4,data/Exp4/line/area/S0.2m0.4oe15.png,,18,area,0,e,15,0.30905244,0.42362103,-0.39152938,0.54462415,0.41,-0.01,0.01,-0.8,0.8,97
0.1,-1,line,0.8,data/Exp4/line/scatter/S0.1m-0.8ob15.png,,18,scatter,0,b,15,0.6945838,0.34433293,0.08410419,0.28591546,-0.8,0,0,0.88,0.88,98
0.15,-1,line,0.1,data/Exp4/line/line/S0.15m-0.1ob5.png,,18,line,0,b,5,0.66140586,0.48385945,0.1485721,0.385593,-0.08,-0.02,0.02,0.23,0.23,99
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4om15.png,,19,area,0,m,15,0.9676244,0.31295025,-0.113961555,0.4232222,-0.42,0.02,0.02,0.31,0.31,0
0.1,1,line,0.4,data/Exp4/line/area/S0.1m0.4om0.png,,19,area,0,m,0,0,0,0.4,0.3,0.46,-0.06,0.06,-0.06,0.06,1
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4ob0.png,,19,line,0,b,0,0,0,-0.4,0.3,-0.31,-0.09,0.09,-0.09,0.09,2
0.2,1,line,0.8,data/Exp4/line/area/S0.2m0.8om15.png,,19,area,0,m,15,0.99951524,0.8996125,0.500529,0.39932612,0.83,-0.03,0.03,-0.33,0.33,3
0.2,1,line,0.1,data/Exp4/line/area/S0.2m0.1om15.png,,19,area,0,m,15,0.9977542,0.5497754,-0.15919754,0.7086154,0.09,0.01,0.01,-0.25,0.25,4
0.05,-1,line,0.1,data/Exp4/line/area/S0.05m-0.1oe0.png,,19,area,0,e,0,0,0,-0.1,0.45,-0.13,0.03,0.03,0.03,0.03,5
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2ob5.png,,19,line,0,b,5,0.6594201,0.46811596,0.09072261,0.40829164,-0.52,0.32,0.32,0.61,0.61,6
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2oe0.png,,19,line,0,e,0,0,0,-0.2,0.4,0.13,-0.33,0.33,-0.33,0.33,7
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4om10.png,,19,line,0,m,10,0.98977125,0.3040915,-0.2195779,0.5214234,-0.4,0,0,0.18,0.18,8
0.2,1,line,0.1,data/Exp4/line/scatter/S0.2m0.1ob0.png,,19,scatter,0,b,0,0,0,0.1,0.45,-0.98,1.08,1.08,1.08,1.08,10
0.05,1,line,0.1,data/Exp4/line/area/S0.05m0.1om10.png,,19,area,0,m,10,1.001305,0.5501305,-0.07149437,0.62171817,1,-0.9,0.9,-1.07,1.07,11
0.2,-1,line,0.2,data/Exp4/line/area/S0.2m-0.2oe15.png,,19,area,0,e,15,0.29439905,0.54112,0.45201838,0.40804625,0.29,-0.49,0.49,0.16,0.16,12
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4oe10.png,,19,line,0,e,10,0.30567715,0.57772917,0.13770095,0.53563714,-0.35,-0.05,0.05,0.49,0.49,13
0.1,-1,line,0.2,data/Exp4/line/area/S0.1m-0.2ob15.png,,19,area,0,b,15,0.6941933,0.4611614,0.50177157,0.11283493,-0.2,0,0,0.7,0.7,14
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4ob10.png,,19,scatter,0,b,10,0.69099826,0.57639945,-0.15993786,0.6869162,0.52,-0.12,0.12,-0.68,0.68,15
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4om15.png,,19,line,0,m,15,0.98504263,0.6940173,0.12565441,0.5702423,0.38,0.02,0.02,-0.25,0.25,16
0.05,1,line,0.4,data/Exp4/line/line/S0.05m0.4ob5.png,,19,line,0,b,5,0.68203676,0.5728148,0.11492475,0.49443188,0.42,-0.02,0.02,-0.31,0.31,17
0.05,-1,line,0.8,data/Exp4/line/line/S0.05m-0.8om15.png,,19,line,0,m,15,0.9713979,0.12288165,-0.50075656,0.6093155,-0.81,0.01,0.01,0.31,0.31,18
0.1,-1,line,0.2,data/Exp4/line/area/S0.1m-0.2oe5.png,,19,area,0,e,5,0.31319943,0.5373601,0.055115413,0.520098,-0.38,0.18,0.18,0.44,0.44,20
0.2,-1,line,0.1,data/Exp4/line/line/S0.2m-0.1oe5.png,,19,line,0,e,5,0.3013435,0.51986563,0.15007749,0.4746408,0.28,-0.38,0.38,-0.13,0.13,19
0.1,1,line,0.8,data/Exp4/line/line/S0.1m0.8oe15.png,,19,line,0,e,15,0.30563658,0.34450933,-0.058502357,0.3623898,0.84,-0.04,0.04,-0.9,0.9,21
0.2,-1,line,0.8,data/Exp4/line/scatter/S0.2m-0.8oe5.png,,19,scatter,0,e,5,0.30908677,0.65273035,-0.42617962,0.78445685,-1,0.2,0.2,0.57,0.57,22
0.15,-1,line,0.1,data/Exp4/line/area/S0.15m-0.1om0.png,,19,area,0,m,0,0,0,-0.1,0.45,-0.31,0.21,0.21,0.21,0.21,23
0.2,-1,line,0.4,data/Exp4/line/line/S0.2m-0.4ob10.png,,19,line,0,b,10,0.6772804,0.42908773,0.1283235,0.34217674,-0.38,-0.02,0.02,0.51,0.51,24
0.2,-1,line,0.4,data/Exp4/line/scatter/S0.2m-0.4om0.png,,19,scatter,0,m,0,0,0,-0.4,0.3,-0.72,0.32,0.32,0.32,0.32,25
0.15,1,line,0.8,data/Exp4/line/line/S0.15m0.8om0.png,,19,line,0,m,0,0,0,0.8,0.1,0.97,-0.17,0.17,-0.17,0.17,26
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2om0.png,,19,area,0,m,0,0,0,-0.2,0.4,-0.38,0.18,0.18,0.18,0.18,27
0.15,1,line,0.8,data/Exp4/line/area/S0.15m0.8oe0.png,,19,area,0,e,0,0,0,0.8,0.1,0.82,-0.02,0.02,-0.02,0.02,28
0.15,-1,line,0.8,data/Exp4/line/scatter/S0.15m-0.8oe15.png,,19,scatter,0,e,15,0.29695615,0.6624349,0.07786653,0.6393119,-1,0.2,0.2,1.08,1.08,29
0.2,1,line,0.1,data/Exp4/line/area/S0.2m0.1om0.png,,19,area,0,m,0,0,0,0.1,0.45,-0.01,0.11,0.11,0.11,0.11,30
0.15,1,line,0.4,data/Exp4/line/area/S0.15m0.4ob5.png,,19,area,0,b,5,0.6895634,0.57582545,0.107830666,0.5014694,0.36,0.04,0.04,-0.25,0.25,31
0.05,-1,line,0.4,data/Exp4/line/area/S0.05m-0.4ob10.png,,19,area,0,b,10,0.6846724,0.42613107,0.13586377,0.33310887,-0.4,0,0,0.54,0.54,32
0.1,1,line,0.1,data/Exp4/line/area/S0.1m0.1om10.png,,19,area,0,m,10,1.0065576,0.5506557,-0.058605902,0.60964596,0.1,0,0,-0.16,0.16,33
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8oe5.png,,19,area,0,e,5,0.3302395,0.36419165,0.4422863,0.21813123,1,-0.2,0.2,-0.56,0.56,34
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2oe15.png,,19,line,0,e,15,0.29439905,0.54112,0.45201838,0.40804625,-0.25,0.05,0.05,0.7,0.7,35
0.15,-1,line,0.1,data/Exp4/line/line/S0.15m-0.1om0.png,,19,line,0,m,0,0,0,-0.1,0.45,-0.36,0.26,0.26,0.26,0.26,36
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8oe10.png,,19,scatter,0,e,10,0.32052115,0.35641697,0.1444858,0.31010622,1,-0.2,0.2,-0.86,0.86,38
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2om15.png,,19,area,0,m,15,0.9588311,0.40823376,0.06776605,0.34325758,-0.23,0.03,0.03,0.3,0.3,37
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1oe10.png,,19,scatter,0,e,10,0.31826642,0.48182663,-0.37319866,0.6006032,0,0.1,0.1,-0.37,0.37,39
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1om5.png,,19,scatter,0,m,5,1.0085756,0.55085754,0.011241775,0.53951937,0.07,0.03,0.03,-0.06,0.06,40
0.05,1,line,0.8,data/Exp4/line/line/S0.05m0.8om5.png,,19,line,0,m,5,0.9945775,0.8956622,0.69823444,0.2012139,0.79,0.01,0.01,-0.09,0.09,41
0.05,1,line,0.2,data/Exp4/line/area/S0.05m0.2ob0.png,,19,area,0,b,0,0,0,0.2,0.4,0.17,0.03,0.03,0.03,0.03,43
0.15,1,line,0.4,data/Exp4/line/scatter/S0.15m0.4om5.png,,19,scatter,0,m,5,1.0258924,0.71035695,0.30951223,0.39283073,0.37,0.03,0.03,-0.06,0.06,42
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1om10.png,,19,line,0,m,10,1.0065576,0.5506557,-0.058605902,0.60964596,0.09,0.01,0.01,-0.15,0.15,44
0.05,-1,line,0.1,data/Exp4/line/line/S0.05m-0.1oe10.png,,19,line,0,e,10,0.30991614,0.5190084,0.3659649,0.40558997,-0.08,-0.02,0.02,0.45,0.45,45
0.1,-1,line,0.4,data/Exp4/line/scatter/S0.1m-0.4om0.png,,19,scatter,0,m,0,0,0,-0.4,0.3,-0.38,-0.02,0.02,-0.02,0.02,46
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2ob0.png,,19,area,0,b,0,0,0,0.2,0.4,0.49,-0.29,0.29,-0.29,0.29,47
0.15,-1,line,0.2,data/Exp4/line/scatter/S0.15m-0.2oe10.png,,19,scatter,0,e,10,0.3033549,0.539329,0.2690675,0.45770603,-0.13,-0.07,0.07,0.4,0.4,48
0.1,1,line,0.1,data/Exp4/line/area/S0.1m0.1om0.png,,19,area,0,m,0,0,0,0.1,0.45,-0.12,0.22,0.22,0.22,0.22,49
0.2,1,line,0.4,data/Exp4/line/scatter/S0.2m0.4ob10.png,,19,scatter,0,b,10,0.69640654,0.57856274,-0.12214314,0.663624,-0.24,0.64,0.64,0.12,0.12,50
0.2,-1,line,0.8,data/Exp4/line/area/S0.2m-0.8oe0.png,,19,area,0,e,0,0,0,-0.8,0.1,-0.74,-0.06,0.06,-0.06,0.06,51
0.05,1,line,0.4,data/Exp4/line/area/S0.05m0.4ob0.png,,19,area,0,b,0,0,0,0.4,0.3,0.39,0.01,0.01,0.01,0.01,52
0.05,1,line,0.1,data/Exp4/line/scatter/S0.05m0.1om5.png,,19,scatter,0,m,5,0.9958269,0.5495827,0.01359873,0.5360407,0.09,0.01,0.01,-0.08,0.08,53
0.05,1,line,0.8,data/Exp4/line/area/S0.05m0.8oe10.png,,19,area,0,e,10,0.31528082,0.3522247,0.1586664,0.30220026,0.87,-0.07,0.07,-0.71,0.71,54
0.15,-1,line,0.8,data/Exp4/line/area/S0.15m-0.8ob10.png,,19,area,0,b,10,0.6807561,0.35539514,-0.17248137,0.47281286,-0.84,0.04,0.04,0.67,0.67,55
0.1,-1,line,0.2,data/Exp4/line/scatter/S0.1m-0.2oe10.png,,19,scatter,0,e,10,0.30856994,0.538286,0.29304567,0.4478609,-0.18,-0.02,0.02,0.47,0.47,56
0.05,-1,line,0.4,data/Exp4/line/scatter/S0.05m-0.4oe15.png,,19,scatter,0,e,15,0.30086824,0.5796527,0.32989886,0.48039663,-0.42,0.02,0.02,0.75,0.75,58
0.15,1,line,0.8,data/Exp4/line/line/S0.15m0.8ob10.png,,19,line,0,b,10,0.69278175,0.6542256,0.14614257,0.55298066,0.83,-0.03,0.03,-0.68,0.68,60
0.2,-1,line,0.1,data/Exp4/line/line/S0.2m-0.1oe15.png,,19,line,0,e,15,0.29416034,0.52058405,0.64134204,0.33192664,0.58,-0.68,0.68,0.06,0.06,61
0.1,1,line,0.2,data/Exp4/line/line/S0.1m0.2om15.png,,19,line,0,m,15,0.9846365,0.5969272,-0.05596955,0.6520369,0.19,0.01,0.01,-0.25,0.25,62
0.2,1,line,0.1,data/Exp4/line/scatter/S0.2m0.1oe15.png,,19,scatter,0,e,15,0.30714458,0.48071426,-0.593951,0.6631431,-0.22,0.32,0.32,-0.37,0.37,59
0.15,-1,line,0.4,data/Exp4/line/scatter/S0.15m-0.4ob15.png,,19,scatter,0,b,15,0.6924421,0.42302316,0.33689228,0.18974479,-0.59,0.19,0.19,0.93,0.93,66
0.15,1,line,0.1,data/Exp4/line/scatter/S0.15m0.1oe5.png,,19,scatter,0,e,5,0.3370962,0.4837096,-0.16558614,0.5395281,0.18,-0.08,0.08,-0.35,0.35,67
0.05,-1,line,0.1,data/Exp4/line/line/S0.05m-0.1oe5.png,,19,line,0,e,5,0.31746122,0.5182539,0.154929,0.46907,-0.09,-0.01,0.01,0.24,0.24,63
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2ob10.png,,19,line,0,b,10,0.6783506,0.46432984,0.26018944,0.28783017,-0.31,0.11,0.11,0.57,0.57,65
0.05,1,line,0.4,data/Exp4/line/scatter/S0.05m0.4oe5.png,,19,scatter,0,e,5,0.32745266,0.4309811,0.114576,0.3934629,0.4,0,0,-0.29,0.29,68
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4ob5.png,,19,area,0,b,5,0.6617162,0.43531352,-0.09769626,0.49996072,-0.29,-0.11,0.11,0.19,0.19,69
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4oe0.png,,19,line,0,e,0,0,0,0.4,0.3,0.42,-0.02,0.02,-0.02,0.02,70
0.2,-1,line,0.2,data/Exp4/line/scatter/S0.2m-0.2ob15.png,,19,scatter,0,b,15,0.6911889,0.4617622,0.48751697,0.12479591,-0.07,-0.13,0.13,0.56,0.56,71
0.2,-1,line,0.8,data/Exp4/line/line/S0.2m-0.8ob15.png,,19,line,0,b,15,0.6921453,0.34628344,0.13704962,0.2514252,-0.65,-0.15,0.15,0.79,0.79,72
0.05,-1,line,0.2,data/Exp4/line/scatter/S0.05m-0.2ob15.png,,19,scatter,0,b,15,0.69561315,0.46087736,0.47957554,0.12727827,-0.25,0.05,0.05,0.73,0.73,73
0.2,-1,line,0.4,data/Exp4/line/line/S0.2m-0.4ob5.png,,19,line,0,b,5,0.6617162,0.43531352,-0.09769626,0.49996072,-0.46,0.06,0.06,0.36,0.36,74
0.1,-1,line,0.2,data/Exp4/line/line/S0.1m-0.2ob5.png,,19,line,0,b,5,0.66774005,0.46645194,0.056595754,0.42866072,-0.24,0.04,0.04,0.3,0.3,75
0.1,1,line,0.8,data/Exp4/line/scatter/S0.1m0.8om5.png,,19,scatter,0,m,5,1.0088905,0.90711266,0.70854723,0.1922661,0.79,0.01,0.01,-0.08,0.08,76
0.2,-1,line,0.8,data/Exp4/line/line/S0.2m-0.8oe5.png,,19,line,0,e,5,0.30908677,0.65273035,-0.42617962,0.78445685,-0.74,-0.06,0.06,0.31,0.31,77
0.15,1,line,0.2,data/Exp4/line/scatter/S0.15m0.2ob5.png,,19,scatter,0,b,5,0.6920221,0.53840435,-0.080199935,0.5939045,0.33,-0.13,0.13,-0.41,0.41,79
0.1,1,line,0.8,data/Exp4/line/scatter/S0.1m0.8oe15.png,,19,scatter,0,e,15,0.30563658,0.34450933,-0.058502357,0.3623898,0.97,-0.17,0.17,-1.03,1.03,78
0.05,1,line,0.8,data/Exp4/line/area/S0.05m0.8ob5.png,,19,area,0,b,5,0.6807888,0.6446312,0.44622272,0.3408478,0.73,0.07,0.07,-0.28,0.28,80
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2om5.png,,19,line,0,m,5,0.9955805,0.599116,0.115174904,0.48445016,0.2,0,0,-0.08,0.08,81
0.05,1,line,0.2,data/Exp4/line/scatter/S0.05m0.2om0.png,,19,scatter,0,m,0,0,0,0.2,0.4,0.19,0.01,0.01,0.01,0.01,82
0.15,-1,line,0.8,data/Exp4/line/scatter/S0.15m-0.8ob0.png,,19,scatter,0,b,0,0,0,-0.8,0.1,-0.97,0.17,0.17,0.17,0.17,83
0.15,1,line,0.1,data/Exp4/line/scatter/S0.15m0.1oe10.png,,19,scatter,0,e,10,0.3215729,0.4821573,-0.33940274,0.5913,0.16,-0.06,0.06,-0.5,0.5,85
0.2,-1,line,0.2,data/Exp4/line/scatter/S0.2m-0.2ob0.png,,19,scatter,0,b,0,0,0,-0.2,0.4,0.8,-1,1,-1,1,86
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8ob0.png,,19,scatter,0,b,0,0,0,-0.8,0.1,-0.81,0.01,0.01,0.01,0.01,9
0.05,-1,line,0.1,data/Exp4/line/scatter/S0.05m-0.1om15.png,,19,scatter,0,m,15,0.9780408,0.45219594,0.16486806,0.29094827,-0.11,0.01,0.01,0.27,0.27,87
0.05,-1,line,0.2,data/Exp4/line/line/S0.05m-0.2ob15.png,,19,line,0,b,15,0.69561315,0.46087736,0.47957554,0.12727827,-0.23,0.03,0.03,0.71,0.71,89
0.15,-1,line,0.1,data/Exp4/line/line/S0.15m-0.1oe10.png,,19,line,0,e,10,0.3031387,0.51968616,0.33729705,0.4174384,0.04,-0.14,0.14,0.3,0.3,90
0.05,1,line,0.2,data/Exp4/line/area/S0.05m0.2oe10.png,,19,area,0,e,10,0.31573457,0.4631471,-0.29296696,0.5556469,0.17,0.03,0.03,-0.46,0.46,91
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8om15.png,,19,area,0,m,15,0.98270535,0.88616455,0.47067738,0.42362738,0.78,0.02,0.02,-0.31,0.31,92
0.1,1,line,0.4,data/Exp4/line/area/S0.1m0.4om10.png,,19,area,0,m,10,1.0096508,0.70386034,0.22357568,0.47812697,0.4,0,0,-0.18,0.18,93
0.15,-1,line,0.1,data/Exp4/line/area/S0.15m-0.1om10.png,,19,area,0,m,10,0.9801645,0.45198357,0.07818005,0.37535426,-0.02,-0.08,0.08,0.1,0.1,96
0.05,1,line,0.8,data/Exp4/line/scatter/S0.05m0.8ob10.png,,19,scatter,0,b,10,0.68885463,0.6510839,0.13063665,0.5610942,0.79,0.01,0.01,-0.66,0.66,95
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1ob0.png,,19,line,0,b,0,0,0,0.1,0.45,0.09,0.01,0.01,0.01,0.01,94
0.1,-1,line,0.2,data/Exp4/line/scatter/S0.1m-0.2om5.png,,19,scatter,0,m,5,0.9598485,0.40803027,-0.10135326,0.50531405,-0.25,0.05,0.05,0.15,0.15,97
0.15,1,line,0.4,data/Exp4/line/area/S0.15m0.4oe15.png,,19,area,0,e,15,0.30596232,0.42238498,-0.35890234,0.53219557,0.59,-0.19,0.19,-0.95,0.95,98
0.1,1,line,0.8,data/Exp4/line/line/S0.1m0.8ob5.png,,19,line,0,b,5,0.6839499,0.6471601,0.46546268,0.32880694,0.77,0.03,0.03,-0.3,0.3,99
0.05,1,line,0.1,data/Exp4/line/area/S0.05m0.1om10.png,,20,area,0,m,10,1.001305,0.5501305,-0.07149437,0.62171817,0.1,0,0,-0.17,0.17,0
0.15,-1,line,0.4,data/Exp4/line/scatter/S0.15m-0.4om0.png,,20,scatter,0,m,0,0,0,-0.4,0.3,-0.53,0.13,0.13,0.13,0.13,1
0.1,1,line,0.1,data/Exp4/line/area/S0.1m0.1ob15.png,,20,area,0,b,15,0.7018382,0.5201838,-0.55102485,0.9069141,-0.36,0.46,0.46,-0.19,0.19,2
0.15,1,line,0.4,data/Exp4/line/line/S0.15m0.4om10.png,,20,line,0,m,10,1.0075117,0.70300484,0.22566871,0.47564095,0.4,0,0,-0.17,0.17,4
0.15,1,line,0.8,data/Exp4/line/line/S0.15m0.8om5.png,,20,line,0,m,5,1.0205475,0.9164383,0.7004834,0.20156172,0.84,-0.04,0.04,-0.14,0.14,6
0.05,1,line,0.8,data/Exp4/line/line/S0.05m0.8ob5.png,,20,line,0,b,5,0.6807888,0.6446312,0.44622272,0.3408478,0.81,-0.01,0.01,-0.36,0.36,5
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8om10.png,,20,area,0,m,10,0.98917603,0.10865927,-0.6071321,0.70921975,-0.75,-0.05,0.05,0.14,0.14,7
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4ob10.png,,20,line,0,b,10,0.69099826,0.57639945,-0.15993786,0.6869162,0.36,0.04,0.04,-0.52,0.52,9
0.2,1,line,0.2,data/Exp4/line/scatter/S0.2m0.2oe10.png,,20,scatter,0,e,10,0.324195,0.46483892,-0.29239136,0.55963075,0.39,-0.19,0.19,-0.68,0.68,11
0.1,-1,line,0.8,data/Exp4/line/scatter/S0.1m-0.8oe5.png,,20,scatter,0,e,5,0.31487915,0.64809644,-0.4631428,0.7939305,-0.61,-0.19,0.19,0.15,0.15,12
0.15,1,line,0.8,data/Exp4/line/area/S0.15m0.8oe0.png,,20,area,0,e,0,0,0,0.8,0.1,0.88,-0.08,0.08,-0.08,0.08,14
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4oe0.png,,20,area,0,e,0,0,0,-0.4,0.3,-0.63,0.23,0.23,0.23,0.23,15
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4oe0.png,,20,line,0,e,0,0,0,-0.4,0.3,-0.47,0.07,0.07,0.07,0.07,17
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2ob0.png,,20,area,0,b,0,0,0,-0.2,0.4,-0.33,0.13,0.13,0.13,0.13,18
0.05,1,line,0.1,data/Exp4/line/scatter/S0.05m0.1ob5.png,,20,scatter,0,b,5,0.68286,0.518286,-0.1479569,0.61931986,0.12,-0.02,0.02,-0.27,0.27,19
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2ob0.png,,20,line,0,b,0,0,0,-0.2,0.4,-0.29,0.09,0.09,0.09,0.09,20
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2oe5.png,,20,line,0,e,5,0.30426756,0.5391465,0.07161365,0.51735675,-0.32,0.12,0.12,0.39,0.39,21
0.05,-1,line,0.2,data/Exp4/line/scatter/S0.05m-0.2om0.png,,20,scatter,0,m,0,0,0,-0.2,0.4,-0.17,-0.03,0.03,-0.03,0.03,22
0.05,1,line,0.8,data/Exp4/line/area/S0.05m0.8ob0.png,,20,area,0,b,0,0,0,0.8,0.1,0.77,0.03,0.03,0.03,0.03,23
0.2,-1,line,0.4,data/Exp4/line/line/S0.2m-0.4om10.png,,20,line,0,m,10,0.9683957,0.31264165,-0.21463132,0.5204897,-0.46,0.06,0.06,0.25,0.25,24
0.1,1,line,0.2,data/Exp4/line/area/S0.1m0.2om5.png,,20,area,0,m,5,1.0084176,0.6016835,0.11087266,0.48987752,0.21,-0.01,0.01,-0.1,0.1,25
0.15,-1,line,0.1,data/Exp4/line/scatter/S0.15m-0.1ob0.png,,20,scatter,0,b,0,0,0,-0.1,0.45,-0.24,0.14,0.14,0.14,0.14,26
0.15,1,line,0.8,data/Exp4/line/scatter/S0.15m0.8oe5.png,,20,scatter,0,e,5,0.33427796,0.36742243,0.47604695,0.20829043,0.71,0.09,0.09,-0.23,0.23,27
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1om5.png,,20,area,0,m,5,0.9504121,0.45495883,-0.011953706,0.46631977,-0.11,0.01,0.01,0.1,0.1,28
0.05,-1,line,0.8,data/Exp4/line/line/S0.05m-0.8oe10.png,,20,line,0,e,10,0.31104448,0.6511642,-0.1765307,0.7060731,-0.78,-0.02,0.02,0.6,0.6,29
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8oe15.png,,20,scatter,0,e,15,0.30131248,0.6589498,0.07810753,0.635415,-0.68,-0.12,0.12,0.76,0.76,31
0.1,1,line,0.2,data/Exp4/line/scatter/S0.1m0.2om10.png,,20,scatter,0,m,10,1.008603,0.6017206,0.032621518,0.5688184,0.21,-0.01,0.01,-0.18,0.18,30
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2ob10.png,,20,line,0,b,10,0.6893413,0.5378682,-0.2976205,0.7430303,0.19,0.01,0.01,-0.49,0.49,32
0.15,1,line,0.4,data/Exp4/line/scatter/S0.15m0.4ob15.png,,20,scatter,0,b,15,0.7030649,0.5812261,-0.33999512,0.8202647,0.51,-0.11,0.11,-0.85,0.85,33
0.05,1,line,0.2,data/Exp4/line/area/S0.05m0.2oe15.png,,20,area,0,e,15,0.30406222,0.46081236,-0.4919391,0.61039245,0.24,-0.04,0.04,-0.73,0.73,34
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1om15.png,,20,area,0,m,15,0.9936281,0.5493628,-0.18227541,0.7304768,0.12,-0.02,0.02,-0.3,0.3,35
0.2,1,line,0.1,data/Exp4/line/scatter/S0.2m0.1ob15.png,,20,scatter,0,b,15,0.7054988,0.5205499,-0.515319,0.8841068,0.48,-0.38,0.38,-1,1,36
